id,Sentence,Aspect Term,polarity,from,to,cleaned_sentence,processed_sentence,aspect_category,predicted_sentiment
2477,And I say snacking because it really is not set up to be a proper dinner.,dinner,negative,66,72,and i say snacking because it really is not set up to be a proper dinner,snack set proper dinner,food,neutral
2477,And I say snacking because it really is not set up to be a proper dinner.,snacking,neutral,10,18,and i say snacking because it really is not set up to be a proper dinner,snack set proper dinner,others,neutral
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,positive,4,19,the quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect ,quality food restaurant accompany fantastic live jazz make place perfect,food,positive
1095,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive,65,74,the quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect ,quality food restaurant accompany fantastic live jazz make place perfect,others,positive
696,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive,38,42,i have eaten at saul many times the food is always consistently outrageously good,eat saul time food consistently outrageously good,food,positive
62,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,34,47,always ask the bartender for the seasonal beer,ask bartender seasonal beer,food,neutral
62,(Always ask the bartender for the SEASONAL beer!!!,bartender,neutral,16,25,always ask the bartender for the seasonal beer,ask bartender seasonal beer,food,neutral
768,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,positive,35,43,if your visiting youll enjoy the ambiance and the fact that its in time sq,visit ll enjoy ambiance fact time sq,ambience,positive
3636,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,neutral,82,86,we were on our way back to nj and since i am in ny we figured why not grab some food,way nj ny figure grab food,food,neutral
3695,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,conflict,0,10,sandwiches tho pricey are over stuffed  can serve  persons easily thus cost effective,sandwich tho pricey stuff serve person easily cost effective,food,positive
211,Service and food is what any one would expect when spending that type of money.,Service,neutral,0,7,service and food is what any one would expect when spending that type of money,service food expect spend type money,service,neutral
211,Service and food is what any one would expect when spending that type of money.,food,neutral,12,16,service and food is what any one would expect when spending that type of money,service food expect spend type money,food,neutral
524,LOVE the atmosphere - felt like I was in Paris.,atmosphere,positive,9,19,love the atmosphere  felt like i was in paris,love atmosphere feel like paris,ambience,positive
801,Every course was better than the next.,course,positive,6,12,every course was better than the next,course well,others,positive
266,The staff is incredibly helpful and attentive.,staff,positive,4,9,the staff is incredibly helpful and attentive,staff incredibly helpful attentive,service,positive
1986,"If presentation and service is your thing, then this magic show works.",service,positive,20,27,if presentation and service is your thing then this magic show works,presentation service thing magic work,service,neutral
1240,"Apparently, the good cook works then.",cook,positive,21,25,apparently the good cook works then,apparently good cook work,others,positive
1787,The Yellowtail was particularly good as well.,Yellowtail,positive,4,14,the yellowtail was particularly good as well,yellowtail particularly good,others,positive
2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,positive,6,20,i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,eat clams oreganta spectacular salad perfectly marinate cucumber tomato lot shrimp basil,food,positive
2349,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,37,120,i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,eat clams oreganta spectacular salad perfectly marinate cucumber tomato lot shrimp basil,food,positive
